T1Type1,T1Type2,T2Type1,T2Type2
Dragon,Water,Flying,Rock
Dragon,Water,Flying,Steel
Dragon,Water,Flying,Typeless
Dragon,Water,Flying,Water
Dragon,Water,Ghost,Grass
Dragon,Water,Ghost,Ground
Dragon,Water,Ghost,Ice
Dragon,Water,Ghost,Normal
Dragon,Water,Ghost,Poison
Dragon,Water,Ghost,Psychic
Dragon,Water,Ghost,Rock
Dragon,Water,Ghost,Steel
Dragon,Water,Ghost,Typeless
Dragon,Water,Ghost,Water
Dragon,Water,Grass,Ground
Dragon,Water,Grass,Ice
Dragon,Water,Grass,Normal
Dragon,Water,Grass,Poison
Dragon,Water,Grass,Psychic
Dragon,Water,Grass,Rock
Dragon,Water,Grass,Steel
Dragon,Water,Grass,Typeless
Dragon,Water,Grass,Water
Dragon,Water,Ground,Ice
Dragon,Water,Ground,Normal
Dragon,Water,Ground,Poison
Dragon,Water,Ground,Psychic
Dragon,Water,Ground,Rock
Dragon,Water,Ground,Steel
Dragon,Water,Ground,Typeless
Dragon,Water,Ground,Water
Dragon,Water,Ice,Normal
Dragon,Water,Ice,Poison
Dragon,Water,Ice,Psychic
Dragon,Water,Ice,Rock
Dragon,Water,Ice,Steel
Dragon,Water,Ice,Typeless
Dragon,Water,Ice,Water
Dragon,Water,Normal,Poison
Dragon,Water,Normal,Psychic
Dragon,Water,Normal,Rock
Dragon,Water,Normal,Steel
Dragon,Water,Normal,Typeless
Dragon,Water,Normal,Water
Dragon,Water,Poison,Psychic
Dragon,Water,Poison,Rock
Dragon,Water,Poison,Steel
Dragon,Water,Poison,Typeless
Dragon,Water,Poison,Water
Dragon,Water,Psychic,Rock
Dragon,Water,Psychic,Steel
Dragon,Water,Psychic,Typeless
Dragon,Water,Psychic,Water
Dragon,Water,Rock,Steel
Dragon,Water,Rock,Typeless
Dragon,Water,Rock,Water
Dragon,Water,Steel,Typeless
Dragon,Water,Steel,Water
Dragon,Water,Water,Typeless
Electric,Fairy,Electric,Fighting
Electric,Fairy,Electric,Fire
Electric,Fairy,Electric,Flying
Electric,Fairy,Electric,Ghost
Electric,Fairy,Electric,Grass
Electric,Fairy,Electric,Ground
Electric,Fairy,Electric,Ice
Electric,Fairy,Electric,Normal
Electric,Fairy,Electric,Poison
Electric,Fairy,Electric,Psychic
Electric,Fairy,Electric,Rock
Electric,Fairy,Electric,Steel
Electric,Fairy,Electric,Typeless
Electric,Fairy,Electric,Water
Electric,Fairy,Fairy,Fighting
Electric,Fairy,Fairy,Fire
Electric,Fairy,Fairy,Flying
Electric,Fairy,Fairy,Ghost
Electric,Fairy,Fairy,Grass
Electric,Fairy,Fairy,Ground
Electric,Fairy,Fairy,Ice
Electric,Fairy,Fairy,Normal
Electric,Fairy,Fairy,Poison
Electric,Fairy,Fairy,Psychic
Electric,Fairy,Fairy,Rock
Electric,Fairy,Fairy,Steel
Electric,Fairy,Fairy,Typeless
Electric,Fairy,Fairy,Water
Electric,Fairy,Fighting,Fire
Electric,Fairy,Fighting,Flying
Electric,Fairy,Fighting,Ghost
Electric,Fairy,Fighting,Grass
Electric,Fairy,Fighting,Ground
Electric,Fairy,Fighting,Ice
Electric,Fairy,Fighting,Normal
Electric,Fairy,Fighting,Poison
Electric,Fairy,Fighting,Psychic
Electric,Fairy,Fighting,Rock
Electric,Fairy,Fighting,Steel
Electric,Fairy,Fighting,Typeless
Electric,Fairy,Fighting,Water
Electric,Fairy,Fire,Flying
Electric,Fairy,Fire,Ghost
Electric,Fairy,Fire,Grass
Electric,Fairy,Fire,Ground
Electric,Fairy,Fire,Ice
Electric,Fairy,Fire,Normal
Electric,Fairy,Fire,Poison
Electric,Fairy,Fire,Psychic
Electric,Fairy,Fire,Rock
Electric,Fairy,Fire,Steel
Electric,Fairy,Fire,Typeless
Electric,Fairy,Fire,Water
Electric,Fairy,Flying,Ghost
Electric,Fairy,Flying,Grass
Electric,Fairy,Flying,Ground
Electric,Fairy,Flying,Ice
Electric,Fairy,Flying,Normal
Electric,Fairy,Flying,Poison
Electric,Fairy,Flying,Psychic
Electric,Fairy,Flying,Rock
Electric,Fairy,Flying,Steel
Electric,Fairy,Flying,Typeless
Electric,Fairy,Flying,Water
Electric,Fairy,Ghost,Grass
Electric,Fairy,Ghost,Ground
Electric,Fairy,Ghost,Ice
Electric,Fairy,Ghost,Normal
Electric,Fairy,Ghost,Poison
Electric,Fairy,Ghost,Psychic
Electric,Fairy,Ghost,Rock
Electric,Fairy,Ghost,Steel
Electric,Fairy,Ghost,Typeless
Electric,Fairy,Ghost,Water
Electric,Fairy,Grass,Ground
Electric,Fairy,Grass,Ice
Electric,Fairy,Grass,Normal
Electric,Fairy,Grass,Poison
Electric,Fairy,Grass,Psychic
Electric,Fairy,Grass,Rock
Electric,Fairy,Grass,Steel
Electric,Fairy,Grass,Typeless
Electric,Fairy,Grass,Water
Electric,Fairy,Ground,Ice
Electric,Fairy,Ground,Normal
Electric,Fairy,Ground,Poison
Electric,Fairy,Ground,Psychic
Electric,Fairy,Ground,Rock
Electric,Fairy,Ground,Steel
Electric,Fairy,Ground,Typeless
Electric,Fairy,Ground,Water
Electric,Fairy,Ice,Normal
Electric,Fairy,Ice,Poison
Electric,Fairy,Ice,Psychic
Electric,Fairy,Ice,Rock
Electric,Fairy,Ice,Steel
Electric,Fairy,Ice,Typeless
Electric,Fairy,Ice,Water
Electric,Fairy,Normal,Poison
Electric,Fairy,Normal,Psychic
Electric,Fairy,Normal,Rock
Electric,Fairy,Normal,Steel
Electric,Fairy,Normal,Typeless
Electric,Fairy,Normal,Water
Electric,Fairy,Poison,Psychic
Electric,Fairy,Poison,Rock
Electric,Fairy,Poison,Steel
Electric,Fairy,Poison,Typeless
Electric,Fairy,Poison,Water
Electric,Fairy,Psychic,Rock
Electric,Fairy,Psychic,Steel
Electric,Fairy,Psychic,Typeless
Electric,Fairy,Psychic,Water
Electric,Fairy,Rock,Steel
Electric,Fairy,Rock,Typeless
Electric,Fairy,Rock,Water
Electric,Fairy,Steel,Typeless
Electric,Fairy,Steel,Water
Electric,Fairy,Water,Typeless
Electric,Fighting,Electric,Fire
Electric,Fighting,Electric,Flying
Electric,Fighting,Electric,Ghost
Electric,Fighting,Electric,Grass
Electric,Fighting,Electric,Ground
Electric,Fighting,Electric,Ice
Electric,Fighting,Electric,Normal
Electric,Fighting,Electric,Poison
Electric,Fighting,Electric,Psychic
Electric,Fighting,Electric,Rock
Electric,Fighting,Electric,Steel
Electric,Fighting,Electric,Typeless
Electric,Fighting,Electric,Water
Electric,Fighting,Fairy,Fighting
Electric,Fighting,Fairy,Fire
Electric,Fighting,Fairy,Flying
Electric,Fighting,Fairy,Ghost
Electric,Fighting,Fairy,Grass
Electric,Fighting,Fairy,Ground
Electric,Fighting,Fairy,Ice
Electric,Fighting,Fairy,Normal
Electric,Fighting,Fairy,Poison
Electric,Fighting,Fairy,Psychic
Electric,Fighting,Fairy,Rock
Electric,Fighting,Fairy,Steel
Electric,Fighting,Fairy,Typeless
Electric,Fighting,Fairy,Water
Electric,Fighting,Fighting,Fire
Electric,Fighting,Fighting,Flying
Electric,Fighting,Fighting,Ghost
Electric,Fighting,Fighting,Grass
Electric,Fighting,Fighting,Ground
Electric,Fighting,Fighting,Ice
Electric,Fighting,Fighting,Normal
Electric,Fighting,Fighting,Poison
Electric,Fighting,Fighting,Psychic
Electric,Fighting,Fighting,Rock
Electric,Fighting,Fighting,Steel
Electric,Fighting,Fighting,Typeless
Electric,Fighting,Fighting,Water
Electric,Fighting,Fire,Flying
Electric,Fighting,Fire,Ghost
Electric,Fighting,Fire,Grass
Electric,Fighting,Fire,Ground
Electric,Fighting,Fire,Ice
Electric,Fighting,Fire,Normal
Electric,Fighting,Fire,Poison
Electric,Fighting,Fire,Psychic
Electric,Fighting,Fire,Rock
Electric,Fighting,Fire,Steel
Electric,Fighting,Fire,Typeless
Electric,Fighting,Fire,Water
Electric,Fighting,Flying,Ghost
Electric,Fighting,Flying,Grass
Electric,Fighting,Flying,Ground
Electric,Fighting,Flying,Ice
Electric,Fighting,Flying,Normal
Electric,Fighting,Flying,Poison
Electric,Fighting,Flying,Psychic
Electric,Fighting,Flying,Rock
Electric,Fighting,Flying,Steel
Electric,Fighting,Flying,Typeless
Electric,Fighting,Flying,Water
Electric,Fighting,Ghost,Grass
Electric,Fighting,Ghost,Ground
Electric,Fighting,Ghost,Ice
Electric,Fighting,Ghost,Normal
Electric,Fighting,Ghost,Poison
Electric,Fighting,Ghost,Psychic
Electric,Fighting,Ghost,Rock
Electric,Fighting,Ghost,Steel
Electric,Fighting,Ghost,Typeless
Electric,Fighting,Ghost,Water
Electric,Fighting,Grass,Ground
Electric,Fighting,Grass,Ice
Electric,Fighting,Grass,Normal
Electric,Fighting,Grass,Poison
Electric,Fighting,Grass,Psychic
Electric,Fighting,Grass,Rock
Electric,Fighting,Grass,Steel
Electric,Fighting,Grass,Typeless
Electric,Fighting,Grass,Water
Electric,Fighting,Ground,Ice
Electric,Fighting,Ground,Normal
Electric,Fighting,Ground,Poison
Electric,Fighting,Ground,Psychic
Electric,Fighting,Ground,Rock
Electric,Fighting,Ground,Steel
Electric,Fighting,Ground,Typeless
Electric,Fighting,Ground,Water
Electric,Fighting,Ice,Normal
Electric,Fighting,Ice,Poison
Electric,Fighting,Ice,Psychic
Electric,Fighting,Ice,Rock
Electric,Fighting,Ice,Steel
Electric,Fighting,Ice,Typeless
Electric,Fighting,Ice,Water
Electric,Fighting,Normal,Poison
Electric,Fighting,Normal,Psychic
Electric,Fighting,Normal,Rock
Electric,Fighting,Normal,Steel
Electric,Fighting,Normal,Typeless
Electric,Fighting,Normal,Water
Electric,Fighting,Poison,Psychic
Electric,Fighting,Poison,Rock
Electric,Fighting,Poison,Steel
Electric,Fighting,Poison,Typeless
Electric,Fighting,Poison,Water
Electric,Fighting,Psychic,Rock
Electric,Fighting,Psychic,Steel
Electric,Fighting,Psychic,Typeless
Electric,Fighting,Psychic,Water
Electric,Fighting,Rock,Steel
Electric,Fighting,Rock,Typeless
Electric,Fighting,Rock,Water
Electric,Fighting,Steel,Typeless
Electric,Fighting,Steel,Water
Electric,Fighting,Water,Typeless
Electric,Fire,Electric,Flying
Electric,Fire,Electric,Ghost
Electric,Fire,Electric,Grass
Electric,Fire,Electric,Ground
Electric,Fire,Electric,Ice
Electric,Fire,Electric,Normal
Electric,Fire,Electric,Poison
Electric,Fire,Electric,Psychic
Electric,Fire,Electric,Rock
Electric,Fire,Electric,Steel
Electric,Fire,Electric,Typeless
Electric,Fire,Electric,Water
Electric,Fire,Fairy,Fighting
Electric,Fire,Fairy,Fire
Electric,Fire,Fairy,Flying
Electric,Fire,Fairy,Ghost
Electric,Fire,Fairy,Grass
Electric,Fire,Fairy,Ground
Electric,Fire,Fairy,Ice
Electric,Fire,Fairy,Normal
Electric,Fire,Fairy,Poison
Electric,Fire,Fairy,Psychic
Electric,Fire,Fairy,Rock
Electric,Fire,Fairy,Steel
Electric,Fire,Fairy,Typeless
Electric,Fire,Fairy,Water
Electric,Fire,Fighting,Fire
Electric,Fire,Fighting,Flying
Electric,Fire,Fighting,Ghost
Electric,Fire,Fighting,Grass
Electric,Fire,Fighting,Ground
Electric,Fire,Fighting,Ice
Electric,Fire,Fighting,Normal
Electric,Fire,Fighting,Poison
Electric,Fire,Fighting,Psychic
Electric,Fire,Fighting,Rock
Electric,Fire,Fighting,Steel
Electric,Fire,Fighting,Typeless
Electric,Fire,Fighting,Water
Electric,Fire,Fire,Flying
Electric,Fire,Fire,Ghost
Electric,Fire,Fire,Grass
Electric,Fire,Fire,Ground
Electric,Fire,Fire,Ice
Electric,Fire,Fire,Normal
Electric,Fire,Fire,Poison
Electric,Fire,Fire,Psychic
Electric,Fire,Fire,Rock
Electric,Fire,Fire,Steel
Electric,Fire,Fire,Typeless
Electric,Fire,Fire,Water
Electric,Fire,Flying,Ghost
Electric,Fire,Flying,Grass
Electric,Fire,Flying,Ground
Electric,Fire,Flying,Ice
Electric,Fire,Flying,Normal
Electric,Fire,Flying,Poison
Electric,Fire,Flying,Psychic
Electric,Fire,Flying,Rock
Electric,Fire,Flying,Steel
Electric,Fire,Flying,Typeless
Electric,Fire,Flying,Water
Electric,Fire,Ghost,Grass
Electric,Fire,Ghost,Ground
Electric,Fire,Ghost,Ice
Electric,Fire,Ghost,Normal
Electric,Fire,Ghost,Poison
Electric,Fire,Ghost,Psychic
Electric,Fire,Ghost,Rock
Electric,Fire,Ghost,Steel
Electric,Fire,Ghost,Typeless
Electric,Fire,Ghost,Water
Electric,Fire,Grass,Ground
Electric,Fire,Grass,Ice
Electric,Fire,Grass,Normal
Electric,Fire,Grass,Poison
Electric,Fire,Grass,Psychic
Electric,Fire,Grass,Rock
Electric,Fire,Grass,Steel
Electric,Fire,Grass,Typeless
Electric,Fire,Grass,Water
Electric,Fire,Ground,Ice
Electric,Fire,Ground,Normal
Electric,Fire,Ground,Poison
Electric,Fire,Ground,Psychic
Electric,Fire,Ground,Rock
Electric,Fire,Ground,Steel
Electric,Fire,Ground,Typeless
Electric,Fire,Ground,Water
Electric,Fire,Ice,Normal
Electric,Fire,Ice,Poison
Electric,Fire,Ice,Psychic
Electric,Fire,Ice,Rock
Electric,Fire,Ice,Steel
Electric,Fire,Ice,Typeless
Electric,Fire,Ice,Water
Electric,Fire,Normal,Poison
Electric,Fire,Normal,Psychic
Electric,Fire,Normal,Rock
Electric,Fire,Normal,Steel
Electric,Fire,Normal,Typeless
Electric,Fire,Normal,Water
Electric,Fire,Poison,Psychic
Electric,Fire,Poison,Rock
Electric,Fire,Poison,Steel
Electric,Fire,Poison,Typeless
Electric,Fire,Poison,Water
Electric,Fire,Psychic,Rock
Electric,Fire,Psychic,Steel
Electric,Fire,Psychic,Typeless
Electric,Fire,Psychic,Water
Electric,Fire,Rock,Steel
Electric,Fire,Rock,Typeless
Electric,Fire,Rock,Water
Electric,Fire,Steel,Typeless
Electric,Fire,Steel,Water
Electric,Fire,Water,Typeless
Electric,Flying,Electric,Ghost
Electric,Flying,Electric,Grass
Electric,Flying,Electric,Ground
Electric,Flying,Electric,Ice
Electric,Flying,Electric,Normal
Electric,Flying,Electric,Poison
Electric,Flying,Electric,Psychic
Electric,Flying,Electric,Rock
Electric,Flying,Electric,Steel
Electric,Flying,Electric,Typeless
Electric,Flying,Electric,Water
Electric,Flying,Fairy,Fighting
Electric,Flying,Fairy,Fire
Electric,Flying,Fairy,Flying
Electric,Flying,Fairy,Ghost
Electric,Flying,Fairy,Grass
Electric,Flying,Fairy,Ground
Electric,Flying,Fairy,Ice
Electric,Flying,Fairy,Normal
Electric,Flying,Fairy,Poison
Electric,Flying,Fairy,Psychic
Electric,Flying,Fairy,Rock
Electric,Flying,Fairy,Steel
Electric,Flying,Fairy,Typeless
Electric,Flying,Fairy,Water
Electric,Flying,Fighting,Fire
Electric,Flying,Fighting,Flying
Electric,Flying,Fighting,Ghost
Electric,Flying,Fighting,Grass
Electric,Flying,Fighting,Ground
Electric,Flying,Fighting,Ice
Electric,Flying,Fighting,Normal
Electric,Flying,Fighting,Poison
Electric,Flying,Fighting,Psychic
Electric,Flying,Fighting,Rock
Electric,Flying,Fighting,Steel
Electric,Flying,Fighting,Typeless
Electric,Flying,Fighting,Water
Electric,Flying,Fire,Flying
Electric,Flying,Fire,Ghost
Electric,Flying,Fire,Grass
Electric,Flying,Fire,Ground
Electric,Flying,Fire,Ice
Electric,Flying,Fire,Normal
Electric,Flying,Fire,Poison
Electric,Flying,Fire,Psychic
Electric,Flying,Fire,Rock
Electric,Flying,Fire,Steel
Electric,Flying,Fire,Typeless
Electric,Flying,Fire,Water
Electric,Flying,Flying,Ghost
Electric,Flying,Flying,Grass
Electric,Flying,Flying,Ground
Electric,Flying,Flying,Ice
Electric,Flying,Flying,Normal
Electric,Flying,Flying,Poison
Electric,Flying,Flying,Psychic
Electric,Flying,Flying,Rock
Electric,Flying,Flying,Steel
Electric,Flying,Flying,Typeless
Electric,Flying,Flying,Water
Electric,Flying,Ghost,Grass
Electric,Flying,Ghost,Ground
Electric,Flying,Ghost,Ice
Electric,Flying,Ghost,Normal
Electric,Flying,Ghost,Poison
Electric,Flying,Ghost,Psychic
Electric,Flying,Ghost,Rock
Electric,Flying,Ghost,Steel
Electric,Flying,Ghost,Typeless
Electric,Flying,Ghost,Water
Electric,Flying,Grass,Ground
Electric,Flying,Grass,Ice
Electric,Flying,Grass,Normal
Electric,Flying,Grass,Poison
Electric,Flying,Grass,Psychic
Electric,Flying,Grass,Rock
Electric,Flying,Grass,Steel
Electric,Flying,Grass,Typeless
Electric,Flying,Grass,Water
Electric,Flying,Ground,Ice
Electric,Flying,Ground,Normal
Electric,Flying,Ground,Poison
Electric,Flying,Ground,Psychic
Electric,Flying,Ground,Rock
Electric,Flying,Ground,Steel
Electric,Flying,Ground,Typeless
Electric,Flying,Ground,Water
Electric,Flying,Ice,Normal
Electric,Flying,Ice,Poison
Electric,Flying,Ice,Psychic
Electric,Flying,Ice,Rock
Electric,Flying,Ice,Steel
Electric,Flying,Ice,Typeless
Electric,Flying,Ice,Water
Electric,Flying,Normal,Poison
Electric,Flying,Normal,Psychic
Electric,Flying,Normal,Rock
Electric,Flying,Normal,Steel
Electric,Flying,Normal,Typeless
Electric,Flying,Normal,Water
Electric,Flying,Poison,Psychic
Electric,Flying,Poison,Rock
Electric,Flying,Poison,Steel
Electric,Flying,Poison,Typeless
Electric,Flying,Poison,Water
Electric,Flying,Psychic,Rock
Electric,Flying,Psychic,Steel
Electric,Flying,Psychic,Typeless
Electric,Flying,Psychic,Water
Electric,Flying,Rock,Steel
Electric,Flying,Rock,Typeless
Electric,Flying,Rock,Water
Electric,Flying,Steel,Typeless
Electric,Flying,Steel,Water
Electric,Flying,Water,Typeless
Electric,Ghost,Electric,Grass
Electric,Ghost,Electric,Ground
Electric,Ghost,Electric,Ice
Electric,Ghost,Electric,Normal
Electric,Ghost,Electric,Poison
Electric,Ghost,Electric,Psychic
Electric,Ghost,Electric,Rock
Electric,Ghost,Electric,Steel
Electric,Ghost,Electric,Typeless
Electric,Ghost,Electric,Water
Electric,Ghost,Fairy,Fighting
Electric,Ghost,Fairy,Fire
Electric,Ghost,Fairy,Flying
Electric,Ghost,Fairy,Ghost
Electric,Ghost,Fairy,Grass
Electric,Ghost,Fairy,Ground
Electric,Ghost,Fairy,Ice
Electric,Ghost,Fairy,Normal
Electric,Ghost,Fairy,Poison
Electric,Ghost,Fairy,Psychic
Electric,Ghost,Fairy,Rock
Electric,Ghost,Fairy,Steel
Electric,Ghost,Fairy,Typeless
Electric,Ghost,Fairy,Water
Electric,Ghost,Fighting,Fire
Electric,Ghost,Fighting,Flying
Electric,Ghost,Fighting,Ghost
Electric,Ghost,Fighting,Grass
Electric,Ghost,Fighting,Ground
Electric,Ghost,Fighting,Ice
Electric,Ghost,Fighting,Normal
Electric,Ghost,Fighting,Poison
Electric,Ghost,Fighting,Psychic
Electric,Ghost,Fighting,Rock
Electric,Ghost,Fighting,Steel
Electric,Ghost,Fighting,Typeless
Electric,Ghost,Fighting,Water
Electric,Ghost,Fire,Flying
Electric,Ghost,Fire,Ghost
Electric,Ghost,Fire,Grass
Electric,Ghost,Fire,Ground
Electric,Ghost,Fire,Ice
Electric,Ghost,Fire,Normal
Electric,Ghost,Fire,Poison
Electric,Ghost,Fire,Psychic
Electric,Ghost,Fire,Rock
Electric,Ghost,Fire,Steel
Electric,Ghost,Fire,Typeless
Electric,Ghost,Fire,Water
Electric,Ghost,Flying,Ghost
Electric,Ghost,Flying,Grass
Electric,Ghost,Flying,Ground
Electric,Ghost,Flying,Ice
Electric,Ghost,Flying,Normal
Electric,Ghost,Flying,Poison
Electric,Ghost,Flying,Psychic
Electric,Ghost,Flying,Rock
Electric,Ghost,Flying,Steel
Electric,Ghost,Flying,Typeless
Electric,Ghost,Flying,Water
Electric,Ghost,Ghost,Grass
Electric,Ghost,Ghost,Ground
Electric,Ghost,Ghost,Ice
Electric,Ghost,Ghost,Normal
Electric,Ghost,Ghost,Poison
Electric,Ghost,Ghost,Psychic
Electric,Ghost,Ghost,Rock
Electric,Ghost,Ghost,Steel
Electric,Ghost,Ghost,Typeless
Electric,Ghost,Ghost,Water
Electric,Ghost,Grass,Ground
Electric,Ghost,Grass,Ice
Electric,Ghost,Grass,Normal
Electric,Ghost,Grass,Poison
Electric,Ghost,Grass,Psychic
Electric,Ghost,Grass,Rock
Electric,Ghost,Grass,Steel
Electric,Ghost,Grass,Typeless
Electric,Ghost,Grass,Water
Electric,Ghost,Ground,Ice
Electric,Ghost,Ground,Normal
Electric,Ghost,Ground,Poison
Electric,Ghost,Ground,Psychic
Electric,Ghost,Ground,Rock
Electric,Ghost,Ground,Steel
Electric,Ghost,Ground,Typeless
Electric,Ghost,Ground,Water
Electric,Ghost,Ice,Normal
Electric,Ghost,Ice,Poison
Electric,Ghost,Ice,Psychic
Electric,Ghost,Ice,Rock
Electric,Ghost,Ice,Steel
Electric,Ghost,Ice,Typeless
Electric,Ghost,Ice,Water
Electric,Ghost,Normal,Poison
Electric,Ghost,Normal,Psychic
Electric,Ghost,Normal,Rock
Electric,Ghost,Normal,Steel
Electric,Ghost,Normal,Typeless
Electric,Ghost,Normal,Water
Electric,Ghost,Poison,Psychic
Electric,Ghost,Poison,Rock
Electric,Ghost,Poison,Steel
Electric,Ghost,Poison,Typeless
Electric,Ghost,Poison,Water
Electric,Ghost,Psychic,Rock
Electric,Ghost,Psychic,Steel
Electric,Ghost,Psychic,Typeless
Electric,Ghost,Psychic,Water
Electric,Ghost,Rock,Steel
Electric,Ghost,Rock,Typeless
Electric,Ghost,Rock,Water
Electric,Ghost,Steel,Typeless
Electric,Ghost,Steel,Water
Electric,Ghost,Water,Typeless
Electric,Grass,Electric,Ground
Electric,Grass,Electric,Ice
Electric,Grass,Electric,Normal
Electric,Grass,Electric,Poison
Electric,Grass,Electric,Psychic
Electric,Grass,Electric,Rock
Electric,Grass,Electric,Steel
Electric,Grass,Electric,Typeless
Electric,Grass,Electric,Water
Electric,Grass,Fairy,Fighting
Electric,Grass,Fairy,Fire
Electric,Grass,Fairy,Flying
Electric,Grass,Fairy,Ghost
Electric,Grass,Fairy,Grass
Electric,Grass,Fairy,Ground
Electric,Grass,Fairy,Ice
Electric,Grass,Fairy,Normal
Electric,Grass,Fairy,Poison
Electric,Grass,Fairy,Psychic
Electric,Grass,Fairy,Rock
Electric,Grass,Fairy,Steel
Electric,Grass,Fairy,Typeless
Electric,Grass,Fairy,Water
Electric,Grass,Fighting,Fire
Electric,Grass,Fighting,Flying
Electric,Grass,Fighting,Ghost
Electric,Grass,Fighting,Grass
Electric,Grass,Fighting,Ground
Electric,Grass,Fighting,Ice
Electric,Grass,Fighting,Normal
Electric,Grass,Fighting,Poison
Electric,Grass,Fighting,Psychic
Electric,Grass,Fighting,Rock
Electric,Grass,Fighting,Steel
Electric,Grass,Fighting,Typeless
Electric,Grass,Fighting,Water
Electric,Grass,Fire,Flying
Electric,Grass,Fire,Ghost
Electric,Grass,Fire,Grass
Electric,Grass,Fire,Ground
Electric,Grass,Fire,Ice
Electric,Grass,Fire,Normal
Electric,Grass,Fire,Poison
Electric,Grass,Fire,Psychic
Electric,Grass,Fire,Rock
Electric,Grass,Fire,Steel
Electric,Grass,Fire,Typeless
Electric,Grass,Fire,Water
Electric,Grass,Flying,Ghost
Electric,Grass,Flying,Grass
Electric,Grass,Flying,Ground
Electric,Grass,Flying,Ice
Electric,Grass,Flying,Normal
Electric,Grass,Flying,Poison
Electric,Grass,Flying,Psychic
Electric,Grass,Flying,Rock
Electric,Grass,Flying,Steel
Electric,Grass,Flying,Typeless
Electric,Grass,Flying,Water
Electric,Grass,Ghost,Grass
Electric,Grass,Ghost,Ground
Electric,Grass,Ghost,Ice
Electric,Grass,Ghost,Normal
Electric,Grass,Ghost,Poison
Electric,Grass,Ghost,Psychic
Electric,Grass,Ghost,Rock
Electric,Grass,Ghost,Steel
Electric,Grass,Ghost,Typeless
Electric,Grass,Ghost,Water
Electric,Grass,Grass,Ground
Electric,Grass,Grass,Ice
Electric,Grass,Grass,Normal
Electric,Grass,Grass,Poison
Electric,Grass,Grass,Psychic
Electric,Grass,Grass,Rock
Electric,Grass,Grass,Steel
Electric,Grass,Grass,Typeless
Electric,Grass,Grass,Water
Electric,Grass,Ground,Ice
Electric,Grass,Ground,Normal
Electric,Grass,Ground,Poison
Electric,Grass,Ground,Psychic
Electric,Grass,Ground,Rock
Electric,Grass,Ground,Steel
Electric,Grass,Ground,Typeless
Electric,Grass,Ground,Water
Electric,Grass,Ice,Normal
Electric,Grass,Ice,Poison
Electric,Grass,Ice,Psychic
Electric,Grass,Ice,Rock
Electric,Grass,Ice,Steel
Electric,Grass,Ice,Typeless
Electric,Grass,Ice,Water
Electric,Grass,Normal,Poison
Electric,Grass,Normal,Psychic
Electric,Grass,Normal,Rock
Electric,Grass,Normal,Steel
Electric,Grass,Normal,Typeless
Electric,Grass,Normal,Water
Electric,Grass,Poison,Psychic
Electric,Grass,Poison,Rock
Electric,Grass,Poison,Steel
Electric,Grass,Poison,Typeless
Electric,Grass,Poison,Water
Electric,Grass,Psychic,Rock
Electric,Grass,Psychic,Steel
Electric,Grass,Psychic,Typeless
Electric,Grass,Psychic,Water
Electric,Grass,Rock,Steel
Electric,Grass,Rock,Typeless
Electric,Grass,Rock,Water
Electric,Grass,Steel,Typeless
Electric,Grass,Steel,Water
Electric,Grass,Water,Typeless
Electric,Ground,Electric,Ice
Electric,Ground,Electric,Normal
Electric,Ground,Electric,Poison
Electric,Ground,Electric,Psychic
Electric,Ground,Electric,Rock
Electric,Ground,Electric,Steel
Electric,Ground,Electric,Typeless
Electric,Ground,Electric,Water
Electric,Ground,Fairy,Fighting
Electric,Ground,Fairy,Fire
Electric,Ground,Fairy,Flying
Electric,Ground,Fairy,Ghost
Electric,Ground,Fairy,Grass
Electric,Ground,Fairy,Ground
Electric,Ground,Fairy,Ice
Electric,Ground,Fairy,Normal
Electric,Ground,Fairy,Poison
Electric,Ground,Fairy,Psychic
Electric,Ground,Fairy,Rock
Electric,Ground,Fairy,Steel
Electric,Ground,Fairy,Typeless
Electric,Ground,Fairy,Water
Electric,Ground,Fighting,Fire
Electric,Ground,Fighting,Flying
Electric,Ground,Fighting,Ghost
Electric,Ground,Fighting,Grass
Electric,Ground,Fighting,Ground
Electric,Ground,Fighting,Ice
Electric,Ground,Fighting,Normal
Electric,Ground,Fighting,Poison
Electric,Ground,Fighting,Psychic
Electric,Ground,Fighting,Rock
Electric,Ground,Fighting,Steel
Electric,Ground,Fighting,Typeless
Electric,Ground,Fighting,Water
Electric,Ground,Fire,Flying
Electric,Ground,Fire,Ghost
Electric,Ground,Fire,Grass
Electric,Ground,Fire,Ground
Electric,Ground,Fire,Ice
Electric,Ground,Fire,Normal
Electric,Ground,Fire,Poison
Electric,Ground,Fire,Psychic
Electric,Ground,Fire,Rock
Electric,Ground,Fire,Steel
Electric,Ground,Fire,Typeless
Electric,Ground,Fire,Water
Electric,Ground,Flying,Ghost
Electric,Ground,Flying,Grass
Electric,Ground,Flying,Ground
Electric,Ground,Flying,Ice
Electric,Ground,Flying,Normal
Electric,Ground,Flying,Poison
Electric,Ground,Flying,Psychic
Electric,Ground,Flying,Rock
Electric,Ground,Flying,Steel
Electric,Ground,Flying,Typeless
Electric,Ground,Flying,Water
Electric,Ground,Ghost,Grass
Electric,Ground,Ghost,Ground
Electric,Ground,Ghost,Ice
Electric,Ground,Ghost,Normal
Electric,Ground,Ghost,Poison
Electric,Ground,Ghost,Psychic
Electric,Ground,Ghost,Rock
Electric,Ground,Ghost,Steel
Electric,Ground,Ghost,Typeless
